id,type,input,city,days,budget,interests,group,special,prediction_type,model_confidence,top_features,total_budget,model_accuracy,processing_time_s
E0038,edge,我想去罗马玩4天，和家人一起，我们喜欢历史，预算中等。,罗马,4,中,历史,家庭,有儿童和老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,8000,0.8445,0.0138
E0016,edge,我想去东京玩5天，和爱人一起，我们喜欢奢华体验、米其林餐厅，预算比较有限。,东京,5,低,"奢华体验,米其林餐厅",情侣,无,文化深度游,0.23,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0138
S0288,standard,我想去纽约玩5天，和朋友一起，我们喜欢自然，预算比较宽裕，有小孩子。,巴黎,5,中,"文化,购物",情侣,有儿童,文化深度游,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0142
S0173,standard,我想去纽约玩3天，和朋友一起，我们喜欢美食、购物，预算中等，需要轮椅无障碍设施。,伦敦,3,高,"购物,美食",朋友,有老人,奢华体验,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0153
S0431,standard,我想去伦敦玩5天，和朋友一起，我们喜欢文化、自然，预算中等，有小孩子。,伦敦,1,高,自然,朋友,无,奢华体验,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0142
S0623,standard,我想去东京玩1天，和朋友一起，我们喜欢美食、历史，预算中等，需要轮椅无障碍设施。,纽约,5,高,购物,朋友,轮椅友好,奢华体验,0.38,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,38000,0.8445,0.0142
B0195,boundary,我想去东京玩1天，和家人一起，我们喜欢美食，预算比较有限，有老人。,纽约,1,低,自然,情侣,无,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0141
S0543,standard,我想去纽约玩2天，和家人一起，我们喜欢历史、自然，预算比较宽裕。,纽约,1,低,历史,单人,有老人,文化深度游,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1100,0.8445,0.0142
S0680,standard,我想去纽约玩1天，和朋友一起，我们喜欢历史、购物，预算比较有限，有小孩子。,东京,7,中,"美食,历史",朋友,有老人,文化深度游,0.37,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.0139
S0551,standard,我想去纽约玩7天，我们喜欢美食、文化，预算比较宽裕，有小孩子。,罗马,2,中,"自然,美食",朋友,有儿童,美食购物游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.0139
S0521,standard,我想去纽约玩1天，和朋友一起，我们喜欢文化、美食，预算比较有限。,伦敦,7,中,文化,单人,轮椅友好,文化深度游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0141
S0257,standard,我想去巴黎玩3天，和爱人一起，我们喜欢自然，预算比较有限，有老人。,东京,2,高,历史,情侣,无,情侣浪漫游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,11200,0.8445,0.0139
S0085,standard,我想去巴黎玩1天，和朋友一起，我们喜欢购物，预算中等，需要轮椅无障碍设施。,东京,3,中,"美食,自然",朋友,有老人,户外探险游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0142
E0098,edge,我想去巴黎玩3天，我们喜欢什么都想看看，预算中等。,巴黎,3,中,什么都想看看,单人,无,文化深度游,0.31,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7200,0.8445,0.0139
B0162,boundary,我想去罗马玩7天，我们喜欢购物，预算比较宽裕，需要轮椅无障碍设施。,巴黎,7,高,历史,单人,有老人,奢华体验,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0137
S0316,standard,我想去东京玩3天，我们喜欢历史、美食，预算比较有限。,伦敦,2,中,"文化,美食",单人,有儿童,文化深度游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4800,0.8445,0.0144
S0285,standard,我想去伦敦玩1天，我们喜欢自然、文化，预算比较宽裕，需要轮椅无障碍设施。,伦敦,1,低,"自然,美食",朋友,有儿童,美食购物游,0.4,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1040,0.8445,0.0148
S0079,standard,我想去巴黎玩1天，我们喜欢自然、购物，预算比较宽裕，有老人。,东京,7,低,"历史,购物",单人,无,经济观光,0.31,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0144
S0240,standard,我想去罗马玩5天，我们喜欢购物、历史，预算比较宽裕。,伦敦,3,高,购物,家庭,轮椅友好,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,21000,0.8445,0.0153
B0133,boundary,我想去纽约玩7天，我们喜欢美食，预算比较有限，有老人。,纽约,7,低,美食,单人,轮椅友好,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7700,0.8445,0.0157
B0103,boundary,我想去巴黎玩7天，我们喜欢历史，预算中等，需要轮椅无障碍设施。,伦敦,7,中,历史,家庭,无,亲子家庭游,0.62,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0145
B0016,boundary,我想去伦敦玩7天，和家人一起，我们喜欢历史，预算比较宽裕，有老人。,巴黎,7,高,文化,朋友,有老人,奢华体验,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0141
S0243,standard,我想去东京玩7天，和家人一起，我们喜欢文化，预算比较有限。,伦敦,1,中,美食,家庭,无,亲子家庭游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.014
S0114,standard,我想去罗马玩2天，和朋友一起，我们喜欢文化、美食，预算比较宽裕，有老人。,东京,1,中,"美食,自然",单人,有儿童,美食购物游,0.42,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1800,0.8445,0.0138
S0434,standard,我想去纽约玩2天，我们喜欢文化，预算比较有限，需要轮椅无障碍设施。,巴黎,5,低,"文化,购物",朋友,有老人,经济观光,0.29,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5000,0.8445,0.0145
B0037,boundary,我想去纽约玩1天，和朋友一起，我们喜欢购物，预算比较有限，需要轮椅无障碍设施。,巴黎,1,低,自然,朋友,有儿童,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,1000,0.8445,0.014
S0081,standard,我想去东京玩2天，我们喜欢自然，预算中等，有老人。,纽约,2,低,历史,家庭,轮椅友好,文化深度游,0.57,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2200,0.8445,0.0146
E0085,edge,我想去纽约玩1天，我们喜欢文化、美食、购物、历史，预算比较宽裕。,纽约,1,高,"文化,美食,购物,历史",单人,无,奢华体验,0.55,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7600,0.8445,0.0143
S0384,standard,我想去罗马玩1天，我们喜欢美食、历史，预算中等，有老人。,纽约,5,高,"自然,文化",朋友,轮椅友好,户外探险游,0.61,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,38000,0.8445,0.0143
B0122,boundary,我想去纽约玩7天，和朋友一起，我们喜欢自然，预算中等。,伦敦,7,中,自然,单人,有儿童,户外探险游,0.72,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0144
E0078,edge,我想去伦敦玩3天，和朋友一起，我们喜欢文化，不太确定。,伦敦,3,不太确定,文化,朋友,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0138
B0146,boundary,我想去罗马玩7天，我们喜欢购物，预算中等，需要轮椅无障碍设施。,东京,7,中,自然,单人,有老人,户外探险游,0.72,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12600,0.8445,0.014
E0057,edge,我想去东京玩5天，和爱人一起，我们喜欢奢华体验、米其林餐厅，预算比较有限。,东京,5,低,"奢华体验,米其林餐厅",情侣,无,文化深度游,0.23,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4000,0.8445,0.014
S0500,standard,我想去东京玩2天，我们喜欢文化，预算中等。,东京,3,高,历史,情侣,有儿童,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0142
B0126,boundary,我想去东京玩7天，和家人一起，我们喜欢购物，预算比较宽裕，有小孩子。,东京,7,高,历史,情侣,有老人,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0143
B0181,boundary,我想去伦敦玩7天，和朋友一起，我们喜欢文化，预算比较宽裕，有老人。,巴黎,7,高,美食,情侣,有老人,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0141
S0306,standard,我想去东京玩1天，我们喜欢美食、购物，预算比较宽裕，有小孩子。,罗马,7,低,"美食,购物",情侣,轮椅友好,美食购物游,0.52,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6300,0.8445,0.0135
S0600,standard,我想去罗马玩2天，和爱人一起，我们喜欢历史、文化，预算比较宽裕，有老人。,巴黎,1,中,自然,朋友,轮椅友好,文化深度游,0.39,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0143
B0024,boundary,我想去伦敦玩1天，和爱人一起，我们喜欢自然，预算比较有限，需要轮椅无障碍设施。,罗马,1,低,自然,情侣,轮椅友好,经济观光,0.33,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,900,0.8445,0.0136
S0586,standard,我想去罗马玩3天，和朋友一起，我们喜欢美食、文化，预算比较宽裕，有老人。,罗马,5,中,"文化,自然",家庭,无,亲子家庭游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,10000,0.8445,0.0143
S0234,standard,我想去伦敦玩7天，我们喜欢历史、美食，预算比较宽裕。,纽约,7,高,文化,单人,轮椅友好,奢华体验,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,53200,0.8445,0.0142
B0107,boundary,我想去罗马玩7天，和家人一起，我们喜欢自然，预算中等，有小孩子。,罗马,7,中,自然,单人,有老人,户外探险游,0.72,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0142
B0046,boundary,我想去伦敦玩7天，我们喜欢美食，预算比较有限，有小孩子。,东京,7,低,美食,朋友,轮椅友好,美食购物游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0139
S0588,standard,我想去罗马玩7天，我们喜欢文化，预算比较有限。,巴黎,1,高,"历史,美食",朋友,有儿童,奢华体验,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7000,0.8445,0.0142
S0360,standard,我想去东京玩1天，和爱人一起，我们喜欢文化，预算比较宽裕。,东京,5,高,"购物,历史",情侣,轮椅友好,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,28000,0.8445,0.0142
S0128,standard,我想去东京玩2天，我们喜欢自然，预算比较宽裕，需要轮椅无障碍设施。,罗马,5,低,"文化,自然",情侣,有儿童,户外探险游,0.64,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,4500,0.8445,0.0145
S0612,standard,我想去东京玩2天，我们喜欢历史、美食，预算比较有限。,伦敦,5,低,"购物,文化",朋友,无,经济观光,0.28,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0143
S0195,standard,我想去纽约玩3天，和朋友一起，我们喜欢文化、美食，预算比较有限，有小孩子。,东京,3,高,美食,朋友,轮椅友好,奢华体验,0.45,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,16800,0.8445,0.0142
S0446,standard,我想去巴黎玩7天，和朋友一起，我们喜欢购物，预算比较宽裕。,巴黎,5,中,"美食,历史",情侣,有儿童,文化深度游,0.43,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,12000,0.8445,0.0139
S0655,standard,我想去东京玩7天，我们喜欢历史、购物，预算中等，有老人。,东京,7,高,购物,家庭,有儿童,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0145
S0507,standard,我想去伦敦玩5天，我们喜欢美食、购物，预算比较宽裕，需要轮椅无障碍设施。,纽约,3,低,文化,情侣,无,文化深度游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,3300,0.8445,0.0141
S0643,standard,我想去东京玩1天，我们喜欢历史，预算中等，有小孩子。,东京,3,中,"自然,文化",朋友,有儿童,户外探险游,0.63,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.0141
S0570,standard,我想去纽约玩1天，和爱人一起，我们喜欢购物，预算比较有限，需要轮椅无障碍设施。,纽约,1,中,美食,朋友,有儿童,美食购物游,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2600,0.8445,0.0143
S0265,standard,我想去巴黎玩7天，我们喜欢文化，预算中等，需要轮椅无障碍设施。,东京,3,低,"历史,美食",朋友,有老人,经济观光,0.29,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,2400,0.8445,0.0143
S0530,standard,我想去纽约玩1天，和爱人一起，我们喜欢文化、自然，预算比较有限，有老人。,巴黎,2,高,"美食,文化",朋友,有儿童,奢华体验,0.53,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0146
S0538,standard,我想去巴黎玩1天，我们喜欢自然、美食，预算比较有限，有老人。,巴黎,7,高,"购物,自然",朋友,轮椅友好,户外探险游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,49000,0.8445,0.0147
S0141,standard,我想去纽约玩1天，和爱人一起，我们喜欢文化，预算中等，有小孩子。,纽约,5,高,美食,单人,轮椅友好,奢华体验,0.44,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,38000,0.8445,0.0141
S0252,standard,我想去东京玩3天，我们喜欢购物、文化，预算比较宽裕。,纽约,2,中,"购物,历史",家庭,轮椅友好,亲子家庭游,0.46,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0142
B0104,boundary,我想去伦敦玩7天，和家人一起，我们喜欢文化，预算中等，有小孩子。,罗马,7,中,美食,朋友,有儿童,美食购物游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,14000,0.8445,0.0144
S0274,standard,我想去纽约玩5天，我们喜欢文化，预算中等。,东京,1,高,"文化,历史",家庭,无,亲子家庭游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.0144
E0064,edge,我想去伦敦玩3天，和朋友一起，我们喜欢文化，不太确定。,伦敦,3,不太确定,文化,朋友,无,文化深度游,0.49,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5400,0.8445,0.014
S0553,standard,我想去纽约玩3天，和朋友一起，我们喜欢自然、文化，预算中等，有老人。,东京,7,低,自然,情侣,轮椅友好,户外探险游,0.67,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5600,0.8445,0.014
S0565,standard,我想去纽约玩2天，和爱人一起，我们喜欢文化、历史，预算比较宽裕。,伦敦,5,低,"美食,历史",朋友,无,经济观光,0.31,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,5200,0.8445,0.0141
B0079,boundary,我想去纽约玩7天，我们喜欢美食，预算比较有限，需要轮椅无障碍设施。,纽约,7,低,自然,情侣,无,户外探险游,0.63,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,7700,0.8445,0.0141
S0579,standard,我想去罗马玩1天，和家人一起，我们喜欢文化、自然，预算中等，有老人。,罗马,3,中,美食,单人,轮椅友好,美食购物游,0.51,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6000,0.8445,0.0146
S0700,standard,我想去巴黎玩1天，我们喜欢自然、购物，预算比较宽裕。,东京,7,高,"历史,美食",情侣,有老人,情侣浪漫游,0.5,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,39200,0.8445,0.0143
S0224,standard,我想去巴黎玩3天，和爱人一起，我们喜欢文化、购物，预算中等，需要轮椅无障碍设施。,罗马,1,高,历史,单人,轮椅友好,奢华体验,0.56,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,6000,0.8445,0.0142
B0085,boundary,我想去东京玩1天，和爱人一起，我们喜欢美食，预算比较有限，需要轮椅无障碍设施。,东京,1,低,历史,家庭,有儿童,文化深度游,0.6,出行类型=0.2189; 自然兴趣=0.1376; 旅行天数=0.1339,800,0.8445,0.0142
